Chembl IDs	Drug generic name	Drug type	Target gene name	Target gene ID	Target type	Action type	Mechanism af action	Disease indication	Disease indication ID	Approval year	Genetically supported drugs	First genetic evidence reported		Genetic evidence 5y prior approval	Genetically discovered drugs	Drug trade names
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Pain	EFO_0003843	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Septic Shock	EFO_0006834	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Sinusitis	EFO_0007486	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Sudden Cardiac Arrest	EFO_0004278	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Type Iii Hypersensitivity Reaction Disease	EFO_1001222	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Urticaria	EFO_0005531	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Airway Obstruction	HP_0006536	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Allergic Disease	MONDO_0005271	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Allergic Rhinitis	EFO_0005854	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Angioedema	EFO_0005532	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Cardiac Arrest	EFO_0009492	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Glaucoma	EFO_0000516	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Hemorrhage	MP_0001914	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Muscle Cramp	EFO_0009846	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Mydriasis	HP_0011499	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Pain	EFO_0003843	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Septic Shock	EFO_0006834	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Sinusitis	EFO_0007486	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Sudden Cardiac Arrest	EFO_0004278	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Type Iii Hypersensitivity Reaction Disease	EFO_1001222	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Urticaria	EFO_0005531	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Airway Obstruction	HP_0006536	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Allergic Disease	MONDO_0005271	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Allergic Rhinitis	EFO_0005854	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Angioedema	EFO_0005532	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Cardiac Arrest	EFO_0009492	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Cardiovascular Disease	EFO_0000319	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Glaucoma	EFO_0000516	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Hemorrhage	MP_0001914	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Muscle Cramp	EFO_0009846	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Mydriasis	HP_0011499	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
